Arabic,English
قارس,harsh
موصل,conductor
بفتحه,By opening it
غاريسون,Garrison
أفتقدكِ,I miss you
الشكاوى,Complaints
اكشف,Uncover
المفصل,joint
مُحقق,investigator
عندَ,when
هاما,Important
لأحظى,To have fun
اوقعت,I fell
يأتيك,Comes to you
إستسلمت,I gave up
نظامهم,Their system
طريقةٌ,road
تافهه,trivial
قدمتُ,I submitted
لتقليل,To reduce
أخلي,I leave
تتمكنوا,You can
تحققتُ,I checked
ألبيرت,Albert
سيعثر,will find
الجهاد,jihad
أليكسا,Alexa
كافِ,enough
تحين,Time
اعمق,Deeper
تقـول,She says
إحساسك,Your feeling
الالي,The robot
تشبهه,Looks like him
سيدان,Sedan
بالصحة,Good health
تتألمين,You are in pain
بالجرائم,with crimes
شامبرز,Chambers
أهدأي,Calm down
ناز,Naz
مصفف,Hairdresser
حضني,My embrace
لوكان,Lucan
تخصيص,Customization
أفقدها,I lost it
هورس,Horse
متطفل,intruder
سأكتفي,I will suffice
ارفعها,Raise it
مستجد,New
جيداى,Jedi
جور-إل,Jor-El
أنسَ,Forget
للمعْرِفة,For knowledge
فريسته,His prey
شمسي,solar
ترجمـــة,Translation
مُحبط,frustrated
تبع,Follow
بمُجرد,Once
قبّل,before
أطلس,atlas
سحريّة,Magical
أتقاعد,I retire
الورقي,Paper
المجرفة,shovel
اتجهت,I headed
تجيبين,You answer
تحديات,Challenges
التفويض,Delegation
مهامك,Your tasks
بالزيت,With oil
فيريس,Ferris
بناءه,Build it
سوط,whip
الكُتب,books
شغلوا,They worked
محايد,neutral
ألد,I have
اعبث,mess around
ملكات,queens
أيتهـا,Oh
غيب,Unseen
وبشأن,And regarding
النفقة,alimony
تنتهك,violate
إيجابياً,Positively
بروتوكولات,Protocols
الأبوية,paternalism
تينكر,Tinker
الضبط,Adjustment
صغيران,Two little ones
سكيننير,Skinner
فاسداً,corrupt
أسكتي,Shut up
النعاس,drowsiness
يست,It is not
للقطط,For cats
لتقضي,To spend
المرهم,ointment
جُدد,Renew
أستدر,Turn around
براندو,Brando
الحـلـقـة,The episode
أتفوه,I say
الجراحي,Surgical
بيتِي,My home
فينيس,Venice
جيشي,My army
الدوله,The country
وتركته,And I left him
للتقاعد,For retirement
بواسطتك,By you
وتذكري,And remember
بأسعار,At prices
الجنائز,Funerals
المسك,Musk
ماثيس,Mathis
سيرو,Ciro
فندقك,Your hotel
ماجيك,Magic
يؤثّر,Affects
فاصولياء,beans
والدخول,And entry
الثلجي,Snowy
لنتقابل,Let's meet
المرتبطة,Associated
للموتى,For the dead
بالتجربة,By experience
راحتي,My comfort
مربعة,square
اشكال,Forms
أدب,literature
للمزاح,For fun
يشاهده,Watching it
ليسلي,Leslie
الأمنيّة,The wish
يتقدّم,Advance
تحضى,You are welcome
فارغا,Empty
مولوك,Moloch
بخلق,By creating
فكرةٍ,an idea
تفضله,Please
سدادة,stopper
أيقاف,Stop
انقاذك,save you
أتزوجها,I will marry her
تَركتَ,You left
شافيز,Chavez
متحمّسة,Excited
لتعديل,To modify
اعجبتك,You liked it
لحكم,To rule
يقظين,Vigilant
ونجعل,And we make
لاوسون,Lawson
ستندمين,You will regret it
فالوقت,Time
كيوبيد,Cupid
بدورة,In turn
التصنيف,Classification
سيصدر,Will be issued
جاسوسا,spy
يبكى,He cries
قرداً,monkey
يتهم,accuses
للاعتناء,To take care
هاها,Haha
للسعادة,For happiness
يقدّر,Appreciates
الجيلي,Jelly
لزفاف,For wedding
والمستقبل,And the future
بوقته,On time
مُريح,comfortable
يعطينى,Give me
خسرتِ,You lost
دفاعات,Defenses
صدقة,charity
يبيعها,Sell ​​it
يحلمون,They dream
كوندي,Conde
بأختي,With my sister
أجلبي,Bring it
لقاعدة,base
المثيرين,Exciting
جـون,John
تتعطل,It breaks down
للشرق,To the East
للإنتباه,For attention
ستنامين,You will sleep
التجربه,Experience
للعبث,to mess around
يرتكبها,commits it
الأسمنت,cement
فالكو,Falco
يساعدكِ,Helps you
ارها,Show it
ستاربكس,Starbucks
وأما,And as for
التنزه,Hiking
تريا,Tria
بالولادة,By birth
وَصلتَ,It arrived
وسعيد,And happy
يتداعى,It is collapsing
ارمه,Throw it away
وجيد,Good
الاحتفالات,Celebrations
جميلةٌ,beautiful
فوغ,Vogue
الاستمارة,The form
تغطى,Cover
بتسريب,Leaking
بمكتبك,In your office
تخطّط,planning
لسيارتي,For my car
فنّ,art
بعينيه,With his eyes
لتذهبي,To go
بحسن,Well done
الاستنتاج,Conclusion
تسمّى,It is called
الأنترنيت,Internet
سيتأخر,It will be late
أعرفهُ,I know him
تخبروا,Tell them
للحمل,For pregnancy
التسول,begging
يجــب,Must
ناني,Nani
الاندفاع,impulsiveness
البارز,prominent
ألآ,unless
تحد,challenge
للوزن,For weight
أصلاح,repair
حارا,hot
المركزيّة,Central
المقطعي,Sectional
وبأن,And that
الأولويات,Priorities
ضل,Lost
حـسـنـاً,Okay
مثقف,cultured
هائج,berserk
التعدين,Mining
عجة,omelette
أورين,Oren
تربى,He was raised
واللعنة,Damn
عضه,bite
لستى,You are not
السّير,walk
نتجاهل,We ignore
للمجرمين,For criminals
لب,core
أجراء,procedure
قابلها,Meet her
المتسخة,dirty
ولكنا,But we
للأحتفال,To celebrate
وسيله,means
أفتحوا,Open
تحتنا,Under us
أشخاصٌ,people
أستعادة,restoration
تَسْمعُ,You hear
قذره,Dirty
يستهلك,Consumes
لِتُسمهِ,To name it
أخرجيني,Get me out
لوشيوس,Lucius
الفرشاة,brush
واى,Oh
ستافورد,Stafford
كوبين,two cups
لطفلي,For my child
يناديك,Calling you
يَضِعُ,He puts
تأجيله,Postpone it
المحظورة,Forbidden
أحتج,protest
الإمتنان,gratitude
مالًا,money
أسره,family
يالهُ,Oh my
الكروت,cards
معلّمة,female teacher
إفعلوا,Do it
المشرب,The drink
تاهو,Tahoe
للأطباء,For doctors
للحزن,For sadness
تكلموا,Speak up
أَعْرف,I know
نحذر,We warn
الشعوذة,witchcraft
تاجرت,I traded
منزعجه,upset
كيكو,Kiko
مدللة,spoiled
تبريد,refrigeration
قلّ,Say
كاحلك,Your ankle
بالوكالة,By proxy
بونى,Bonnie
سننظر,We will look
بهاتفي,On my phone
للمحترفين,For professionals
هرعت,I rushed
بتفاصيل,In detail
وخطر,And danger
مسرع,accelerator
احدي,One of
البعث,Resurrection
الشعراء,poets
أصواتهم,Their voices
يروك,They see you
أمورا,Things
وبطاقة,And card
هنيئا,Congratulations
تتحركى,Move
تشعرك,Makes you feel
أدراجك,Your drawers
لزمن,For a long time
مشية,walk
بأسمك,In your name
إزاحة,displacement
أحميها,Protect her
رشيق,graceful
نسختك,Your copy
تجلسون,You sit
نبي,prophet
أحاولُ,I'm trying
يضيء,shines
لقبي,My nickname
ستانيس,Stannis
اكمال,completion
يطل,Overlooking
القتله,The killers
وتيرة,pace
تركضين,You are running
اقتليني,kill me
أهلها,Its people
محبوبتي,My love
تحلية,Dessert
مورتن,Morten
انجيل,gospel
فقــط,Only
ياحلوتي,My sweetheart
ممثلي,Representatives
طرأت,It happened
قـام,He did
حزامي,My belt
آداب,Etiquette
سأبني,I will build
اكسب,Earn
إزداد,Increased
أضاف,He added
الكناري,Canary
بإرتياح,With relief
أشربه,I drink it
سيسعد,Will be happy
المستذئبين,Werewolves
التنوع,Diversity
موظفاً,employee
إبقائي,Keep me
تقومُ,You do
الجذعية,stem
سنمر,We will pass
غالو,Gallo
مريضًا,sick
وكتبت,And I wrote
موحدة,unified
أريـدك,I want you
الكوبي,Cuban
إستمرار,continuation
مركزِ,center
تحررت,Liberated
يك,Yes
اشارك,I share
العصابه,The gang
كنزي,My treasure
تذكرنى,Remember me
شاه,Shah
كنـتِ,You were
ووتر,Water
تعرفة,Tariff
أخلاقيات,Ethics
السل,tuberculosis
مشكلةٌ,problem
الطحين,flour
أتعلمُ,I learn
أَخّ,brother
مؤهلات,qualifications
بابنا,Our door
سأسير,I will walk
مؤهلين,Qualified
لوحدكما,Alone
الأكوان,universes
أربطة,ligaments
يعطيهم,Give them
بوظيفتي,In my job
مشاعرى,My feelings
قراراتك,Your decisions
أيّهما,which
قلنسوة,cap
ليطلب,To ask
تصلنا,We receive
ساطعة,bright
التناسلي,reproductive
أنتهِ,You are done
اشترك,Subscribe
الرطبة,wet
يلاحقك,Chasing you
وبشدة,Very much
فالديز,Valdez
الطفولية,Childhood
وطنهم,Their homeland
لجزء,For part
كرولي,Crowley
قصصت,I cut my hair
المتدربة,The trainee
مساعدات,Aid
يردّ,Reply
لمشاكل,For problems
البنفسج,Violet
المستند,Document
معبأة,packed
ساعدهم,Help them
إنجي,save
اعتبري,Consider
نيتا,Nita
حريته,His freedom
ستتناول,You will eat
تُمطر,It's raining
السرقه,Theft
لحياته,For his life
لتطبيق,To apply
سايمن,Simon
راشدة,Rashida
حالم,dreamer
تكثر,It is abundant
بصرية,Visual
ميكايلا,Michaela
بنشاط,actively
ثقه,trust
بأنْ,that
إرتفعت,It rose
الاساسي,Basic
للتخطيط,For planning
تنح,Step aside
مؤيد,supporter
الكثيرُ,a lot
انتهيتم,You are done
بجانبهم,next to them
الجامحة,wild
قدرما,As much as
تقرب,Get closer
خطوتين,Two steps
طفيلي,parasite
أستمتعت,I enjoyed it
روزوود,Rosewood
منتصفِ,Mid
أنـّك,You are
دياري,My home
أُرد,I want
هرائك,Your nonsense
المختلطة,Mixed
عِدّة,several
للغرباء,For strangers
لسماعه,To hear it
أنياب,fangs
القصدير,tin
شحنها,Ship it
وأمسك,And hold on
للطرد,To expel
جارة,neighbor
سلمية,Peaceful
أسدد,I pay
الاضافية,Additional
سينسيناتي,Cincinnati
تعبة,tired
انحرفت,I deviated
فيلسوف,philosopher
باراك,Barack
محزنة,sad
اسامحك,I forgive you
جليس,companion
سنتدبر,We will manage
ندوب,scars
المشع,The radioactive
وابنتها,and her daughter
لاخبرك,To tell you
يحبوني,They love me
احضرى,Bring it
سألوني,They asked me
التقطتها,I picked it up
تصميمها,Its design
التقيتما,You met
يؤكل,It is eaten
اشمئزازي,My disgust
القمّة,The summit
الأناني,selfish
احل,Solve
اتعلمي,Learn
لأقضي,To spend
يَآْذي,It hurts
فإذاً,So
يتسكعون,They hang out
أفضله,I prefer it
شاسع,vast
يدّ,hand
بالإجماع,unanimous
اصمتى,Shut up
مدرّب,trainer
متجراً,store
تعليمهم,Their education
السامي,The Sublime
الاجازة,vacation
بخفة,lightly
أنهوا,They finished
حجرتك,Your room
نابا,Napa
كمستشار,As a consultant
بأعمالك,With your works
التساؤلات,Questions
وإياباً,And back
خوذتك,Your helmet
توّقف,to stop
الايطالية,Italian
حنجرتي,My throat
وارحل,And leave
وجبتي,My meal
اسرة,family
العصرية,Modernity
مستلقياً,lying down
هارموني,Harmony
سماعكم,Hear from you
ذرات,atoms
جيوبه,His pockets
بُنيت,Built
بذيء,saucy
جورو,Guru
للهند,To India
حفيدتك,Your granddaughter
حققته,I achieved it
قبة,dome
أذناي,My ears
أوكونور,O'Connor
بتشغيله,By running it
مسحور,fascinated
مكنالي,McNally
أبيعها,I sell it
بالملايين,Millions
سأجلبه,I will bring it
اسمعينى,Listen to me
القارات,continents
البوّاب,The doorman
لثمانية,For eight
.لأن,.because
ولأنك,Because you
للإختبار,For testing
لحجم,For size
الشيوعيون,Communists
أتقن,Master
الاتحادي,Federal
أثبتي,Prove it
داينا,Dina
فَخامتُك,Your Excellency
احصلوا,Get it
قيراط,carat
أُقدّرُ,I can
تصوت,Vote
لأطفالي,For my children
دفاتر,notebooks
تجلبه,Bring it
سانسا,Sansa
هباءاً,In vain
اعتقلوا,They were arrested
المتبرعين,Donors
الإستوديو,The studio
ايطالي,Italian
عقوبات,sanctions
وتمت,And it was done
وحياتك,By your life
عثرة,stumbling block
مضطرباً,disturbed
جماعته,His group
ماثيوس,Matthew
الفلاش,Flash
عصابه,ring
فصلها,Separate it
احظي,Have fun
الفخاخ,traps
الغاضبين,The angry ones
يُفضل,He prefers
افتتح,Opened
.أرجوك,.Please
ألستم,Aren't you?
مشتبهنا,Our suspect
مقرّ,Headquarters
مسموحا,Allowed
عصفورين,Two birds
كوز,cone
الإسمنت,cement
بالسباحة,By swimming
المنفرد,Solo
الأمانة,Trust
إشترت,She bought
سرّني,I am pleased
ممممم,Mmmmm
تشاهدوا,You are watching
أنضج,mature
دونفان,Donovan
بوريتو,Burrito
التنفيذيين,Executives
معقده,Complex
ناحيتك,towards you
جننتِ,You're crazy
ينتمى,Belongs to
ليلةً,Night
قيّم,Evaluate
الغسق,dusk
مماثلاً,Similar
امتلكت,I owned
فلور,Flor
خطاف,hook
سنبذل,We will do our best
الفيزيائي,Physicist
يدمرون,They destroy
أصفاد,handcuffs
بينغو,Bingo
اللهِ,God
انشغلت,I was busy
دومنيك,Dominic
تتحدى,Challenge
محدداً,Specific
مخترق,penetrative
أحساس,sense
مُخطط,a plan
تور,Tour
فإما,Either
الاستعانة,assistance
تقارب,rapprochement
سيلفا,Silva
سخر,mocked
محصن,fortified
تناغم,harmony
داج,Chicken
الاعصاب,Nerves
خفيفه,Light
تحصيل,Collection
التعيسة,Unhappy
قشور,peels
الخبرات,Experiences
لياقة,Fitness
بعيدآ,away
استثناءات,Exceptions
بالعصا,With a stick
أكثرهم,Most of them
ولأنه,Because
وكبير,And big
آملاً,Hoping
انطق,Pronounce
الماليه,Finance
إلم,pain
القساوسة,priests
كريستى,Christie
ساعةِ,hour
متساويين,equal
لتقرر,to decide
